"TOA5","Zion Pine Creek","CR6","10183","CR6.Std.09.02","CPU:PineCreek_3table_s15_r15_10alarm.CR6","8025","eng_data"
"TIMESTAMP","RECORD","BattV","TT_Lower","Digits_Lower","Disp_Lower","TT_Upper","Digits_Upper","Disp_Upper","TT_CTRL","Digits_CTRL","Disp_CTRL","T109_C","Vel_15min_Low","Vel_15min_Up","Vel_15min_CTRL","DayAVGVel_15min_Low","DayAVGVel_15min_Up","DayAVGVel_15min_CTRL","DayAVGVEL_alarm_Low","DayAVGVel_alarm_ave_Low","DayAVGVEL_alarm_UP","DayAVGVel_alarm_ave_Up","CELL210State"
"TS","RN","Volts","Deg C","Digits","mm","Deg C","Digits","mm","Deg C","Digits","mm","Deg C","mmperhr","mmperhr","mmperhr","mmperhr","mmperhr","mmperhr","","","","",""
"","","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp","Smp"
"2019-11-07 17:30:00",0,13.230,16.540,5387.271,77.64290,17.290,4326.418,48.93234,-167.10,4261.449,42.94303,17.780,"NAN","NAN","NAN",0.000000,0.000000,0.000000,1.0000,0.0000,1.0000,0.0000,0
"2019-11-07 17:45:00",1,13.190,16.110,5388.542,77.65776,16.470,4328.549,48.96163,-151.00,4263.059,43.58335,17.430,0.05944824,0.1171570,2.561279,0.000000,0.000000,0.000000,1.0000,0.0000,1.0000,0.0000,-1
"2019-11-07 18:00:00",2,13.230,15.440,5389.786,77.66022,15.720,4330.523,48.98949,-152.90,4264.441,43.54987,17.070,0.009826660,0.1114197,-0.1339417,0.000000,0.000000,0.000000,1.0000,0.0000,1.0000,0.0000,-1
"2019-11-07 18:15:00",3,13.230,15.130,5390.622,77.66867,15.150,4332.377,49.02030,"NAN",4265.630,"NAN",16.740,0.03381348,0.1232605,"NAN",0.000000,0.000000,0.000000,1.0000,0.0000,1.0000,0.0000,-1
"2019-11-07 18:30:00",4,13.230,15.630,5389.293,77.65540,15.210,4331.994,49.01204,-153.80,4265.843,43.55130,16.490,-0.05307007,-0.03305054,"NAN",0.000000,0.000000,0.000000,1.0000,0.0000,1.0000,0.0000,-1
"2019-11-07 18:45:00",5,13.210,15.330,5389.962,77.65968,15.150,4333.103,49.04097,-152.70,4266.128,43.60256,16.250,0.01708984,0.1157379,0.2050476,0.000000,0.000000,0.000000,1.0000,1.0000,1.0000,1.0000,-1
"2019-11-07 19:00:00",6,13.190,15.250,5390.076,77.65887,15.150,4333.401,49.04925,"NAN",4266.355,"NAN",16.060,-0.003234863,0.03309631,"NAN",0.000000,0.000000,0.000000,1.0000,1.0000,1.0000,1.0000,-1
"2019-11-07 19:15:00",7,13.190,15.350,5389.834,77.65736,15.220,4333.984,49.06818,-161.50,4266.696,43.28910,15.870,-0.006042480,0.07572937,"NAN",0.000000,0.000000,0.000000,1.0000,1.0000,1.0000,1.0000,-1
"2019-11-07 19:30:00",8,13.190,14.980,5390.756,77.66491,14.900,4334.560,49.07251,-167.00,4266.488,43.08258,15.680,0.03021240,0.01731873,-0.8260803,0.000000,0.000000,0.000000,1.0000,1.0000,1.0000,1.0000,-1
"2019-11-07 19:45:00",9,13.190,14.920,5390.815,77.66398,14.740,4335.210,49.08501,"NAN",4266.653,"NAN",15.500,-0.003723145,0.05000305,"NAN",0.000000,0.000000,0.000000,1.0000,1.0000,1.0000,1.0000,-1
"2019-11-07 20:00:00",10,13.160,14.640,5391.450,77.66826,14.530,4335.567,49.08721,"NAN",4267.063,"NAN",15.320,0.01712036,0.008804321,"NAN",0.000000,0.000000,0.000000,1.0000,1.0000,1.0000,1.0000,-1
"2019-11-07 20:15:00",11,13.150,14.570,5391.470,77.66546,14.460,4337.144,49.12877,"NAN",4267.300,"NAN",15.150,-0.01119995,0.1662292,"NAN",0.000000,0.000000,0.000000,1.0000,1.0000,1.0000,1.0000,-1
"2019-11-07 20:30:00",12,13.140,14.430,5391.850,77.66901,14.340,4336.959,49.11926,-151.80,4267.568,43.67162,15.000,0.01422119,-0.03802490,"NAN",0.000000,0.000000,0.000000,1.0000,1.0000,1.0000,1.0000,-1
"2019-11-07 20:45:00",13,13.150,14.450,5391.797,77.66843,14.270,4337.900,49.14323,-165.60,4267.752,43.16741,14.860,-0.002349854,0.09588623,-2.016846,0.000000,0.000000,0.000000,1.0000,1.0000,1.0000,1.0000,-1
"2019-11-07 21:00:00",14,13.140,14.110,5392.609,77.67513,14.110,4338.649,49.15800,-156.00,4268.008,43.53049,14.710,0.02682495,0.05908203,1.452332,0.000000,0.000000,0.000000,1.0000,1.0000,1.0000,1.0000,-1
"2019-11-07 21:15:00",15,13.100,13.860,5393.122,77.67712,13.910,4339.394,49.17163,"NAN",4268.362,"NAN",14.570,0.007965088,0.05451965,"NAN",0.000000,0.000000,0.000000,1.0000,1.0000,1.0000,1.0000,-1
"2019-11-07 21:30:00",16,13.110,13.640,5393.652,77.68141,13.710,4339.699,49.17291,-157.60,4268.741,43.48953,14.430,0.01715088,0.005111694,"NAN",0.000000,0.000000,0.000000,1.0000,1.0000,1.0000,1.0000,-1
"2019-11-07 21:45:00",17,13.110,13.480,5393.994,77.68332,13.590,4340.173,49.18176,-152.80,4269.097,43.67767,14.300,0.007629395,0.03538513,0.7525787,0.000000,0.000000,0.000000,1.0000,1.0000,1.0000,1.0000,-1
"2019-11-07 22:00:00",18,13.110,13.350,5394.327,77.68628,13.450,4341.443,49.21203,-154.50,4269.357,43.62093,14.170,0.01184082,0.1210938,-0.2269745,0.000000,0.000000,0.000000,1.0000,1.0000,1.0000,1.0000,-1
"2019-11-07 22:15:00",19,13.110,13.150,5394.731,77.68796,13.290,4341.467,49.20698,-153.50,4269.638,43.66684,14.050,0.006713867,-0.02020264,0.1836243,0.000000,0.000000,0.000000,1.0000,1.0000,1.0000,1.0000,-1
"2019-11-07 22:30:00",20,13.100,12.910,5395.234,77.69067,13.060,4342.056,49.21474,"NAN",4270.026,"NAN",13.920,0.01083374,0.03105164,"NAN",0.000000,0.000000,0.000000,1.0000,1.0000,1.0000,1.0000,-1
"2019-11-07 22:45:00",21,13.100,12.620,5395.912,77.69537,12.790,4342.501,49.21720,-152.80,4270.502,43.71621,13.780,0.01879883,0.009811401,"NAN",0.000000,0.000000,0.000000,1.0000,1.0000,1.0000,1.0000,-1
"2019-11-07 23:00:00",22,13.100,12.280,5396.620,77.69883,12.450,4343.608,49.23580,-154.70,4271.159,43.66292,13.630,0.01385498,0.07440186,-0.2131653,0.000000,0.000000,0.000000,1.0000,1.0000,1.0000,1.0000,-1
"2019-11-07 23:15:00",23,13.090,12.040,5397.178,77.70292,12.230,4343.871,49.23484,"NAN",4271.713,"NAN",13.480,0.01635742,-0.003814697,"NAN",0.000000,0.000000,0.000000,1.0000,1.0000,1.0000,1.0000,-1
"2019-11-07 23:30:00",24,13.100,11.880,5397.451,77.70261,12.070,4344.419,49.24428,-149.00,4272.116,43.89841,13.340,-0.001220703,0.03773499,"NAN",0.000000,0.000000,0.000000,1.0000,1.0000,1.0000,1.0000,-1
"2019-11-07 23:45:00",25,13.100,11.720,5397.828,77.70571,11.910,4345.296,49.26297,"NAN",4272.565,"NAN",13.200,0.01239014,0.07476807,"NAN",0.000000,0.000000,0.000000,1.0000,1.0000,1.0000,1.0000,-1
"2019-11-08 00:00:00",26,13.090,11.410,5398.497,77.70947,11.670,4345.269,49.25345,-150.90,4272.934,43.85118,13.050,0.01504517,-0.03808594,"NAN",0.000000,0.000000,0.000000,1.0000,1.0000,1.0000,1.0000,-1
"2019-11-08 00:15:00",27,13.100,11.300,5398.739,77.71062,11.510,4346.826,49.29129,"NAN",4273.232,"NAN",12.910,0.004577637,0.1513824,"NAN",0.000000,0.000000,0.000000,1.0000,1.0000,1.0000,1.0000,-1
"2019-11-08 00:30:00",28,13.070,11.130,5399.119,77.71320,11.350,4348.629,49.33574,"NAN",4273.542,"NAN",12.780,0.01031494,0.1777649,"NAN",0.000000,0.000000,0.000000,1.0000,1.0000,1.0000,1.0000,-1
"2019-11-08 00:45:00",29,13.090,11.020,5399.348,77.71399,11.220,4347.780,49.30692,-160.20,4273.802,43.52932,12.650,0.003173828,-0.1152802,"NAN",0.000000,0.000000,0.000000,1.0000,1.0000,1.0000,1.0000,-1
"2019-11-08 01:00:00",30,13.080,10.860,5399.677,77.71574,11.120,4349.696,49.35707,-161.00,4274.042,43.50359,12.520,0.007019043,0.2006073,-0.1029510,0.000000,0.000000,0.000000,1.0000,1.0000,1.0000,1.0000,-1
"2019-11-08 01:15:00",31,13.060,10.790,5399.863,77.71763,11.000,4351.885,49.41424,"NAN",4274.235,"NAN",12.400,0.007537842,0.2286835,"NAN",0.000000,0.000000,0.000000,1.0000,1.0000,1.0000,1.0000,-1
"2019-11-08 01:30:00",32,13.050,10.710,5400.003,77.71769,10.920,4347.857,49.29811,-155.40,4274.426,43.72132,12.290,0.0002441406,-0.4645233,"NAN",0.000000,0.000000,0.000000,1.0000,1.0000,1.0000,1.0000,-1
"2019-11-08 01:45:00",33,13.060,10.500,5400.474,77.72041,10.750,4353.214,49.44226,-155.10,4274.649,43.73978,12.170,0.01089478,0.5766296,0.07380676,0.000000,0.000000,0.000000,1.0000,1.0000,1.0000,1.0000,-1
"2019-11-08 02:00:00",34,13.060,10.410,5400.698,77.72260,10.630,4350.404,49.35869,"NAN",4274.884,"NAN",12.060,0.008728027,-0.3343048,"NAN",0.000000,0.000000,0.000000,1.0000,1.0000,1.0000,1.0000,-1
"2019-11-08 02:15:00",35,13.060,10.300,5400.878,77.72220,10.540,4357.009,49.54072,"NAN",4275.073,"NAN",11.950,-0.001586914,0.7281342,"NAN",0.000000,0.000000,0.000000,1.0000,1.0000,1.0000,1.0000,-1
"2019-11-08 02:30:00",36,13.060,10.180,5401.171,77.72468,10.420,4357.207,49.54187,-152.00,4275.269,43.87200,11.850,0.009918213,0.004577637,"NAN",0.000000,0.000000,0.000000,1.0000,1.0000,1.0000,1.0000,-1
"2019-11-08 02:45:00",37,13.050,10.070,5401.404,77.72589,10.290,4358.479,49.57277,"NAN",4275.473,"NAN",11.740,0.004852295,0.1235962,"NAN",0.000000,0.000000,0.000000,1.0000,1.0000,1.0000,1.0000,-1
"2019-11-08 03:00:00",38,13.060,9.9200,5401.745,77.72811,10.140,4353.486,49.42682,-158.80,4275.728,43.63321,11.630,0.008880615,-0.5838013,"NAN",0.000000,0.000000,0.000000,1.0000,1.0000,1.0000,1.0000,-1
"2019-11-08 03:15:00",39,13.070,9.7300,5402.129,77.72949,10.000,4351.744,49.37296,-157.90,4275.976,43.67133,11.520,0.005523682,-0.2154388,0.1524658,0.000000,0.000000,0.000000,1.0000,1.0000,1.0000,1.0000,-1
"2019-11-08 03:30:00",40,13.060,9.7600,5402.089,77.73003,9.9400,4358.589,49.56255,-160.80,4276.165,43.56883,11.420,0.002166748,0.7583771,-0.4099884,0.000000,0.000000,0.000000,1.0000,1.0000,1.0000,1.0000,-1
"2019-11-08 03:45:00",41,13.060,9.6400,5402.395,77.73242,9.8700,4358.218,49.54966,-153.90,4276.322,43.83121,11.330,0.009552002,-0.05154419,1.049530,0.000000,0.000000,0.000000,1.0000,1.0000,1.0000,1.0000,-1
"2019-11-08 04:00:00",42,13.060,9.4900,5402.646,77.73229,9.7200,4353.302,49.40607,-169.20,4276.487,43.26403,11.220,-0.0005187988,-0.5743713,-2.268738,0.000000,0.000000,0.000000,1.0000,1.0000,1.0000,1.0000,-1
"2019-11-08 04:15:00",43,13.030,9.5400,5402.590,77.73305,9.7300,4358.415,49.55011,"NAN",4276.673,"NAN",11.140,0.003021240,0.5761719,"NAN",0.000000,0.000000,0.000000,1.0000,1.0000,1.0000,1.0000,-1
"2019-11-08 04:30:00",44,13.040,9.3800,5402.933,77.73524,9.6200,4357.119,49.50965,"NAN",4276.798,"NAN",11.050,0.008758545,-0.1618347,"NAN",0.000000,0.000000,0.000000,1.0000,1.0000,1.0000,1.0000,-1
"2019-11-08 04:45:00",45,13.030,9.2700,5403.187,77.73680,9.4900,4357.733,49.52195,"NAN",4276.928,"NAN",10.960,0.006256104,0.04917908,"NAN",0.000000,0.000000,0.000000,1.0000,1.0000,1.0000,1.0000,-1
"2019-11-08 05:00:00",46,13.020,9.0700,5403.589,77.73858,9.3300,4360.501,49.59355,-151.30,4277.106,43.94682,10.860,0.007110596,0.2863922,"NAN",0.000000,0.000000,0.000000,1.0000,1.0000,1.0000,1.0000,-1
"2019-11-08 05:15:00",47,13.030,8.9900,5403.826,77.74114,9.2500,4355.749,49.45712,-159.10,4277.328,43.66409,10.770,0.01025391,-0.5457001,-1.130951,0.000000,0.000000,0.000000,1.0000,1.0000,1.0000,1.0000,-1
"2019-11-08 05:30:00",48,13.030,9.0300,5403.709,77.73955,9.2100,4353.977,49.40618,-154.40,4277.488,43.84194,10.680,-0.006378174,-0.2037659,0.7114258,0.000000,0.000000,0.000000,1.0000,1.0000,1.0000,1.0000,-1
"2019-11-08 05:45:00",49,13.030,8.8800,5404.004,77.74052,9.1200,4355.811,49.45420,"NAN",4277.534,"NAN",10.590,0.003906250,0.1920624,"NAN",0.000000,0.000000,0.000000,1.0000,1.0000,1.0000,1.0000,-1
"2019-11-08 06:00:00",50,13.020,8.7500,5404.337,77.74391,9.0000,4354.241,49.40544,-154.80,4277.693,43.83253,10.500,0.01354980,-0.1950226,"NAN",0.000000,0.000000,0.000000,1.0000,1.0000,1.0000,1.0000,-1
"2019-11-08 06:15:00",51,13.030,8.7100,5404.454,77.74493,8.9300,4360.713,49.58455,-150.90,4277.837,43.98191,10.420,0.004089355,0.7164154,0.5975037,0.000000,0.000000,0.000000,1.0000,1.0000,1.0000,1.0000,-1
"2019-11-08 06:30:00",52,13.030,8.6700,5404.487,77.74430,8.8600,4361.722,49.61032,-150.90,4277.937,43.98364,10.340,-0.002532959,0.1030884,0.006912231,0.000000,0.000000,0.000000,1.0000,1.0000,1.0000,1.0000,-1
"2019-11-08 06:45:00",53,13.020,8.6700,5404.476,77.74388,8.8900,4361.389,49.60183,"NAN",4278.111,"NAN",10.270,-0.001678467,-0.03396606,"NAN",0.000000,0.000000,0.000000,1.0000,1.0000,1.0000,1.0000,-1
"2019-11-08 07:00:00",54,13.020,8.6500,5404.547,77.74471,8.8200,4355.082,49.42235,-154.30,4278.117,43.86273,10.190,0.003295898,-0.7178955,"NAN",0.000000,0.000000,0.000000,1.0000,1.0000,1.0000,1.0000,-1
"2019-11-08 07:15:00",55,13.020,8.6600,5404.562,77.74575,8.8300,4357.386,49.48742,"NAN",4278.563,"NAN",10.140,0.004180908,0.2602539,"NAN",0.000000,0.000000,0.000000,1.0000,1.0000,1.0000,1.0000,-1
"2019-11-08 07:30:00",56,13.020,8.6400,5404.592,77.74554,8.8200,4361.820,49.61152,"NAN",4278.640,"NAN",10.100,-0.0008544922,0.4964142,"NAN",0.000000,0.000000,0.000000,1.0000,1.0000,1.0000,1.0000,-1
"2019-11-08 07:45:00",57,13.020,8.7500,5404.431,77.74619,8.8500,4360.093,49.56427,-168.80,4278.819,43.34216,10.080,0.002593994,-0.1890106,"NAN",0.000000,0.000000,0.000000,1.0000,1.0000,1.0000,1.0000,-1
"2019-11-08 08:00:00",58,13.020,8.8500,5404.180,77.74419,8.9600,4361.955,49.62040,"NAN",4279.390,"NAN",10.080,-0.007965088,0.2245331,"NAN",0.000000,0.000000,0.000000,1.0000,1.0000,1.0000,1.0000,-1
"2019-11-08 08:15:00",59,13.020,8.8400,5404.184,77.74379,8.9700,4361.614,49.61122,-150.90,4279.584,44.02849,10.080,-0.001617432,-0.03671265,"NAN",0.000000,0.000000,0.000000,1.0000,1.0000,1.0000,1.0000,-1
"2019-11-08 08:30:00",60,13.070,8.9200,5403.964,77.74154,9.0600,4362.318,49.63438,"NAN",4279.818,"NAN",10.090,-0.009002686,0.09262085,"NAN",0.000000,0.000000,0.000000,1.0000,1.0000,1.0000,1.0000,-1
"2019-11-08 08:45:00",61,13.100,9.0600,5403.683,77.74038,9.1400,4354.833,49.42735,-164.10,4280.189,43.55272,10.110,-0.004638672,-0.8281097,"NAN",0.000000,0.000000,0.000000,1.0000,1.0000,1.0000,1.0000,-1
"2019-11-08 09:00:00",62,13.100,9.2800,5403.173,77.73690,9.3300,4357.896,49.52053,"NAN",4280.831,"NAN",10.140,-0.01391602,0.3727112,"NAN",0.000000,0.000000,0.000000,1.0000,1.0000,1.0000,1.0000,-1
"2019-11-08 09:15:00",63,13.150,9.5500,5402.539,77.73217,9.5300,4358.772,49.55244,"NAN",4281.508,"NAN",10.180,-0.01892090,0.1276398,"NAN",0.000000,0.000000,0.000000,1.0000,1.0000,1.0000,1.0000,-1
"2019-11-08 09:30:00",64,13.190,9.8400,5401.816,77.72623,9.7500,4353.883,49.42375,-153.40,4281.569,43.98822,10.240,-0.02374268,-0.5147400,"NAN",0.000000,0.000000,0.000000,1.0000,1.0000,1.0000,1.0000,-1
"2019-11-08 09:45:00",65,13.900,10.170,5401.088,77.72182,10.180,4352.005,49.38688,"NAN",4280.807,"NAN",10.330,-0.01766968,-0.1474762,"NAN",0.000000,0.000000,0.000000,1.0000,1.0000,1.0000,1.0000,-1
"2019-11-08 10:00:00",66,13.830,11.970,5397.293,77.70242,13.510,4345.807,49.33685,-157.10,4270.191,43.54546,12.220,-0.07757568,-0.2001343,"NAN",0.000000,0.000000,0.000000,1.0000,1.0000,1.0000,1.0000,-1
"2019-11-08 10:15:00",67,13.780,12.570,5396.250,77.70252,14.810,4342.333,49.28785,-150.50,4264.641,43.64280,13.820,0.0003967285,-0.1960144,0.3893738,0.000000,0.000000,0.000000,1.0000,1.0000,1.0000,1.0000,-1
"2019-11-08 10:30:00",68,13.750,13.370,5394.496,77.69225,16.700,4336.668,49.19853,"NAN",4261.049,"NAN",15.260,-0.04110718,-0.3572693,"NAN",0.000000,0.000000,0.000000,1.0000,1.0000,1.0000,1.0000,-1
"2019-11-08 10:45:00",69,13.710,13.920,5393.392,77.68783,17.210,4333.311,49.12304,-143.80,4259.708,43.75632,16.420,-0.01766968,-0.3019409,"NAN",0.000000,0.000000,0.000000,1.0000,1.0000,1.0000,1.0000,-1
"2019-11-08 11:00:00",70,13.670,14.590,5391.977,77.68062,18.220,4330.337,49.07676,-156.60,4258.287,43.24648,17.470,-0.02883911,-0.1851196,-2.039383,0.000000,0.000000,0.000000,1.0000,1.0000,1.0000,1.0000,-1
"2019-11-08 11:15:00",71,13.660,15.330,5390.297,77.66902,19.470,4326.794,49.02355,-152.90,4256.688,43.34191,18.450,-0.04638672,-0.2128601,0.3817291,0.000000,0.000000,0.000000,1.0000,1.0000,1.0000,1.0000,-1
"2019-11-08 11:30:00",72,13.630,16.510,5387.396,77.64457,21.180,4322.368,48.96193,-155.30,4253.589,43.16942,19.400,-0.09780884,-0.2464752,-0.6899414,0.000000,0.000000,0.000000,1.0000,1.0000,1.0000,1.0000,-1
"2019-11-08 11:45:00",73,13.590,17.570,5384.530,77.61567,22.780,4318.019,48.89876,"NAN",4248.941,"NAN",20.250,-0.1156006,-0.2526855,"NAN",0.000000,0.000000,0.000000,1.0000,1.0000,1.0000,1.0000,-1
"2019-11-08 12:00:00",74,13.560,18.760,5382.002,77.60207,21.370,4316.061,48.79124,-152.10,4247.706,43.12888,20.630,-0.05441284,-0.4300842,"NAN",0.000000,0.000000,0.000000,1.0000,1.0000,1.0000,1.0000,-1
"2019-11-08 12:15:00",75,13.550,19.070,5381.872,77.61323,21.790,4316.029,48.80601,"NAN",4247.444,"NAN",21.010,0.04464722,0.05908203,"NAN",0.000000,0.000000,0.000000,1.0000,1.0000,1.0000,1.0000,-1
"2019-11-08 12:30:00",76,13.540,19.390,5381.131,77.60792,22.190,4315.116,48.79491,"NAN",4246.858,"NAN",21.340,-0.02124023,-0.04440308,"NAN",0.000000,0.000000,0.000000,1.0000,1.0000,1.0000,1.0000,-1
"2019-11-08 12:45:00",77,13.520,19.830,5380.348,77.60739,22.590,4313.922,48.77623,"NAN",4246.215,"NAN",21.590,-0.002105713,-0.07470703,"NAN",0.000000,0.000000,0.000000,1.0000,1.0000,1.0000,1.0000,-1
"2019-11-08 13:00:00",78,13.520,20.180,5379.610,77.60361,22.610,4313.105,48.75389,"NAN",4246.121,"NAN",21.740,-0.01513672,-0.08935547,"NAN",0.000000,0.000000,0.000000,1.0000,1.0000,1.0000,1.0000,-1
"2019-11-08 13:15:00",79,13.520,19.990,5380.173,77.60987,23.120,4310.742,48.70584,-159.60,4246.746,42.82741,21.920,0.02505493,-0.1922150,"NAN",0.000000,0.000000,0.000000,1.0000,1.0000,1.0000,1.0000,-1
"2019-11-08 13:30:00",80,13.500,20.400,5378.822,77.59180,22.880,4311.374,48.71498,"NAN",4246.615,"NAN",21.850,-0.07229614,0.03656006,"NAN",0.000000,0.000000,0.000000,1.0000,1.0000,1.0000,1.0000,-1
"2019-11-08 13:45:00",81,13.490,20.670,5377.710,77.57351,23.010,4311.938,48.73567,-151.70,4248.557,43.16963,21.810,-0.07315063,0.08277893,"NAN",0.000000,0.000000,0.000000,1.0000,1.0000,1.0000,1.0000,-1
"2019-11-08 14:00:00",82,13.480,20.590,5378.605,77.59500,23.750,4313.851,48.81668,-154.20,4247.731,43.05405,21.760,0.08596802,0.3240509,-0.4622955,0.000000,0.000000,0.000000,1.0000,1.0000,1.0000,1.0000,-1
"2019-11-08 14:15:00",83,13.480,20.660,5378.376,77.59173,22.940,4311.817,48.72947,"NAN",4251.579,"NAN",21.380,-0.01309204,-0.3488617,"NAN",0.000000,0.000000,0.000000,1.0000,1.0000,1.0000,1.0000,-1
"2019-11-08 14:30:00",84,13.520,20.190,5379.775,77.60837,22.040,4312.613,48.71893,"NAN",4253.227,"NAN",20.880,0.06655884,-0.04214478,"NAN",0.000000,0.000000,0.000000,1.0000,1.0000,1.0000,1.0000,-1
"2019-11-08 14:45:00",85,13.520,20.350,5379.535,77.60947,21.570,4313.704,48.73211,-152.30,4254.014,43.29263,20.540,0.004425049,0.05271912,"NAN",0.000000,0.000000,0.000000,1.0000,1.0000,1.0000,1.0000,-1
"2019-11-08 15:00:00",86,13.480,20.010,5380.322,77.61549,21.190,4314.759,48.74784,-147.40,4254.819,43.49446,20.250,0.02404785,0.06289673,0.8072968,0.000000,0.000000,0.000000,1.0000,1.0000,1.0000,1.0000,-1
"2019-11-08 15:15:00",87,13.430,19.760,5380.604,77.61088,20.970,4316.274,48.78249,-158.20,4255.239,43.10540,19.980,-0.01843262,0.1386108,-1.556213,0.000000,0.000000,0.000000,1.0000,1.0000,1.0000,1.0000,-1
"2019-11-08 15:30:00",88,13.390,19.550,5380.890,77.60902,20.740,4316.997,48.79433,-150.00,4255.548,43.41681,19.710,-0.007415771,0.04734802,1.245605,0.000000,0.000000,0.000000,1.0000,1.0000,1.0000,1.0000,-1
"2019-11-08 15:45:00",89,13.390,19.170,5381.938,77.62004,20.580,4317.600,48.80552,"NAN",4255.681,"NAN",19.470,0.04406738,0.04476929,"NAN",0.000000,0.000000,0.000000,1.0000,1.0000,1.0000,1.0000,-1
"2019-11-08 16:00:00",90,13.390,18.860,5382.230,77.61340,20.480,4318.058,48.81470,-149.50,4256.110,43.45120,19.230,-0.02658081,0.03674316,"NAN",0.000000,0.000000,0.000000,1.0000,1.0000,1.0000,1.0000,-1
"2019-11-08 16:15:00",91,13.350,18.570,5383.035,77.62189,20.050,4318.430,48.80944,-163.00,4257.233,42.98251,18.960,0.03399658,-0.02107239,-1.874771,0.000000,0.000000,0.000000,1.0000,1.0000,1.0000,1.0000,-1
"2019-11-08 16:30:00",92,13.340,18.320,5383.913,77.63464,19.250,4320.574,48.84019,-149.10,4258.299,43.52545,18.690,0.05099487,0.1230316,2.171783,0.000000,0.000000,0.000000,1.0000,1.0000,1.0000,1.0000,-1
"2019-11-08 16:45:00",93,13.310,17.800,5385.055,77.64139,18.650,4322.024,48.85863,"NAN",4259.354,"NAN",18.400,0.02697754,0.07376099,"NAN",0.000000,0.000000,0.000000,1.0000,1.0000,1.0000,1.0000,-1
"2019-11-08 17:00:00",94,13.270,17.300,5386.424,77.65605,17.870,4324.012,48.88572,-161.10,4260.718,43.14484,18.090,0.05865479,0.1083374,"NAN",0.000000,0.000000,0.000000,1.0000,1.0000,1.0000,1.0000,-1
"2019-11-08 17:15:00",95,13.270,16.660,5387.422,77.65291,17.110,4325.618,48.90307,-148.40,4262.270,43.65677,17.750,-0.01257324,0.06941223,2.047729,0.000000,0.000000,0.000000,1.0000,1.0000,1.0000,1.0000,-1
"2019-11-08 17:30:00",96,13.230,16.180,5388.788,77.66788,16.330,4327.943,48.93950,"NAN",4263.510,"NAN",17.410,0.05987549,0.1456909,"NAN",0.000000,0.000000,0.000000,1.0000,1.0000,1.0000,1.0000,-1
"2019-11-08 17:45:00",97,13.260,15.790,5389.148,77.65926,15.690,4329.856,48.96964,"NAN",4264.455,"NAN",17.060,-0.03445435,0.1205597,"NAN",-0.03445435,0.1205597,0.000000,1.0000,1.0000,100.00,25.750,-1
"2019-11-08 18:00:00",98,13.240,16.070,5388.256,77.64779,15.570,4330.263,48.97651,"NAN",4265.189,"NAN",16.780,-0.04589844,0.02751160,"NAN",-0.04017639,0.07403564,0.000000,1.0000,1.0000,100.00,50.500,-1
"2019-11-08 18:15:00",99,13.220,16.030,5388.223,77.64474,15.620,4331.162,49.00383,-147.50,4265.257,43.77183,16.540,-0.01220703,0.1092529,"NAN",-0.03085327,0.08577474,0.000000,1.0000,1.0000,100.00,75.250,-1
"2019-11-08 18:30:00",100,13.230,15.910,5388.433,77.64508,15.500,4331.314,49.00343,"NAN",4265.463,"NAN",16.310,0.001373291,-0.001602173,"NAN",-0.02279663,0.06393051,0.000000,1.0000,1.0000,100.00,100.00,-1
"2019-11-08 18:45:00",101,13.230,15.770,5388.745,77.64706,15.480,4331.918,49.01987,-162.80,4265.714,43.21624,16.120,0.007934570,0.06576538,"NAN",-0.01665039,0.06429748,0.000000,1.0000,1.0000,100.00,100.00,-1
"2019-11-08 19:00:00",102,13.220,15.470,5389.262,77.64684,15.250,4332.715,49.03357,"NAN",4265.858,"NAN",15.920,-0.0008850098,0.05480957,"NAN",-0.01402283,0.06271616,0.000000,1.0000,1.0000,100.00,100.00,-1
"2019-11-08 19:15:00",103,13.210,15.690,5388.747,77.64299,15.390,4333.161,49.05147,-149.50,4266.168,43.72143,15.760,-0.01541138,0.07159424,"NAN",-0.01422119,0.06398446,0.000000,1.0000,1.0000,100.00,100.00,-1
"2019-11-08 19:30:00",104,13.190,15.330,5389.772,77.65427,15.140,4334.395,49.07686,-148.70,4266.170,43.75149,15.590,0.04510498,0.1015778,0.1202393,-0.006805420,0.06868362,0.1202393,1.0000,1.0000,100.00,100.00,-1
"2019-11-08 19:45:00",105,13.190,15.100,5390.268,77.65698,14.780,4334.623,49.06982,-150.80,4266.757,43.68903,15.390,0.01086426,-0.02816772,-0.2498474,-0.004842123,0.05792236,-0.06480408,1.0000,1.0000,100.00,100.00,-1
"2019-11-08 20:00:00",106,13.180,14.860,5390.848,77.66204,14.730,4335.279,49.08640,-149.80,4267.048,43.73349,15.240,0.02023315,0.06631470,0.1778564,-0.002334595,0.05876160,0.01608276,1.0000,1.0000,100.00,100.00,-1
"2019-11-08 20:15:00",107,13.180,14.510,5391.688,77.66852,14.420,4335.817,49.08997,-164.20,4267.412,43.21154,15.080,0.02590942,0.01429749,-2.087814,0.0002330433,0.05471940,-0.5098915,1.0000,1.0000,100.00,100.00,-1
"2019-11-08 20:30:00",108,13.190,14.360,5391.914,77.66769,14.250,4336.779,49.11087,"NAN",4267.731,"NAN",14.920,-0.003295898,0.08357239,"NAN",-6.103516E-05,0.05712382,-0.5098915,1.0000,1.0000,100.00,100.00,-1
